ID,V0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,v20,v21,v22,V23,V24,V25,v26,V27,v28
1,1,1,1,1,1,1,1,3,8,1,1,1,0,1,0.5,0.276737359,0.441726339,0.271604938,1,0.186449356,1,0,0,1,1,1,1,0,0.544517887
2,1,1,1,1,2,1,1,3,8,1,1,2,0,1,0.5,0.3230768,0.482540492,0.25308642,1,0.214011434,1,0,0,1,1,1,1,0,0.57380583
3,1,1,1,1,3,2,2,6,8,1,2,3,0.5,1,0.5,0.477117916,0.65877686,0.160493827,1,0.389879683,1,0,0,1,1,1,1,0,0.698571014
4,1,1,1,1,4,3,3,7,8,1,3,4,0,1,1,0.453371192,0.586791124,0.234567901,1,0.424012288,0,1,1,1,1,1,1,0,0.779534744
5,1,1,1,1,4,4,4,9,8,1,1,2,0.5,0.5,1,0.640030992,0.746059937,0.160493827,1,0.626162642,1,1,0,1,1,1,1,0,0.815240753
6,1,1,1,1,5,4,4,9,8,1,3,4,0.5,0.5,1,0.673343707,0.787069749,0.135802469,1,0.639303695,1,1,1,1,1,1,1,0,0.890778593
7,1,0,1,1,3,2,2,6,8,1,3,4,0.5,1,0.5,0.45104853,0.586842835,0.203703704,1,0.337742128,1,1,0,1,1,1,1,0,0.599426876
8,1,0,1,1,4,3,3,7,8,1,3,4,0,0.5,1,0.547437034,0.580766542,0.265432099,1,0.476320505,1,1,1,1,1,1,1,0,0.679477905
9,1,0,1,1,4,3,3,7,8,1,3,4,0.5,0.5,0.5,0.521460688,0.622021223,0.203703704,1,0.415735131,1,1,1,1,1,1,1,0,0.678259546
10,1,0,1,1,6,5,5,11,8,1,4,5,0.5,1,1,0.453371192,0.57117493,0.24691358,1,0.414199164,1,1,1,1,1,1,1,0,0.606527469
11,1,0,1,1,6,5,5,11,8,1,4,5,1,0.5,0.5,0.460835492,0.651014201,0.191358025,1,0.460448844,1,1,1,1,1,1,1,0,0.674565171
12,1,1,1,1,6,5,5,11,8,1,4,5,1,1,1,0.453371192,0.578073284,0.240740741,1,0.416332452,1,1,0,1,1,1,1,0,0.649423317
13,1,1,1,1,6,5,5,11,8,1,4,5,1,0.5,1,0.557311734,0.692642516,0.179012346,2,0.530079358,1,1,1,1,1,1,1,0,0.755850757
14,1,1,1,1,6,6,6,13,8,1,4,5,1,1,1,0.657697739,0.74395377,0.185185185,1,0.72702449,1,1,1,1,1,1,1,1,0.83229295
15,1,1,1,1,3,7,7,17,8,1,2,6,0.5,1,1,0.453371192,0.679996961,0.166666667,1,0.475211195,1,0,0,1,1,1,1,0,0.700138014
16,1,0,2,2,6,8,8,10,5,0,4,5,0.5,0,0,0.466745038,0.454846662,0.462962963,1,0.54876696,1,0,0,0,0,0,1,0,0.310838344
17,1,0,3,2,1,9,9,2,1,0,1,2,0,0,0.5,0.267970088,0.37782144,0.271604938,1,0.07671303,0,0,0,0,0,0,0,0,0.213722147
18,1,0,4,2,1,9,9,2,1,0,1,2,0,0,0.5,0.282120181,0.359221238,0.345679012,1,0.154620701,0,0,0,0,0,0,1,0,0.222517803
19,1,0,4,2,6,10,10,12,5,0,4,5,0.5,0.5,0.5,0.472393179,0.451607885,0.37037037,1,0.371533407,0,0,0,0,0,0,1,0,0.376261282
20,1,0,4,2,6,11,11,10,5,0,4,5,0.5,0,0.5,0.313551967,0.387633871,0.345679012,1,0.203686321,1,0,0,0,0,0,1,0,0.247347214
21,1,0,4,2,1,12,9,2,1,0,1,2,0,0,0,0.313551967,0.387633871,0.302469136,1,0.138151719,0,0,0,0,0,0,1,0,0.241056141
22,1,0,4,2,2,13,12,4,2,0,3,4,0,0,0.5,0.313551967,0.387633871,0.308641975,1,0.150695452,0,0,0,0,0,0,1,0,0.242546725
23,1,0,4,2,2,13,12,4,2,0,3,4,0,1,0,0.313551967,0.472011205,0.240740741,1,0.186876013,1,0,0,0,0,0,1,0,0.286915994
24,1,1,5,1,2,1,1,3,8,1,2,3,0,0.5,0.5,0.518768914,0.634251183,0.216049383,1,0.46079017,1,1,0,1,1,1,1,0,0.665797184
25,1,1,5,1,2,1,1,3,8,1,1,2,0,1,0.5,0.348815761,0.520307497,0.228395062,1,0.25095998,1,0,0,1,1,0,1,0,0.561932931
26,1,1,5,1,4,2,2,6,8,1,2,3,0,0.5,1,0.576328225,0.66662244,0.222222222,1,0.556788122,1,1,0,1,1,1,1,0,0.762911325
27,1,1,5,1,4,2,2,6,8,1,3,4,0,1,0.5,0.460631856,0.638752738,0.166666667,1,0.357880365,1,1,0,1,1,1,1,0,0.641267765
28,1,1,5,1,7,2,2,6,8,1,5,7,0,1,1,0.514171571,0.704901179,0.185185185,1,0.675740251,0,0,0,0,1,0,1,0,0.717661874
29,1,1,5,1,5,3,3,7,8,1,3,4,0.5,0.5,1,0.560508173,0.685846525,0.166666667,1,0.463862104,1,1,0,1,1,1,1,0,0.738990589
30,1,1,5,1,7,3,3,7,8,1,5,7,0.5,1,1,0.655154646,0.79055857,0.111111111,1,0.578974315,1,1,0,1,1,1,1,0,0.825281619
31,1,1,5,1,5,7,7,17,8,1,2,3,0,1,1,0.67820747,0.834411793,0.104938272,1,0.594675314,1,1,0,1,1,1,1,0,0.914492308
32,1,1,5,1,5,4,4,9,8,1,3,4,0.5,0.5,1,0.659818138,0.760539452,0.141975309,1,0.592030037,1,1,1,1,1,1,1,0,0.877106007
33,1,0,5,1,4,2,2,6,8,1,3,4,0,1,1,0.458090751,0.614180953,0.191358025,1,0.368205478,1,1,0,1,1,1,1,0,0.634766509
34,1,0,5,1,5,3,3,7,8,1,3,4,0,0.5,1,0.528732469,0.658728686,0.185185185,1,0.450806383,1,1,0,1,1,1,1,0,0.695379487
35,1,0,5,1,6,5,5,11,8,1,4,5,0.5,0.5,0.5,0.456265477,0.546123863,0.290123457,1,0.436812015,1,1,0,1,1,1,1,0,0.618995075
36,1,1,5,1,6,5,5,11,8,1,4,5,0.5,0.5,0.5,0.459095746,0.554723208,0.283950617,1,0.445515829,1,1,0,1,1,1,1,0,0.612576
37,1,1,5,1,6,5,5,11,8,1,4,5,1,1,1,0.477196862,0.663530332,0.197530864,1,0.493728134,1,1,0,1,1,1,1,0,0.723047123
38,1,1,5,1,6,6,6,13,8,1,4,5,1,1,1,0.656493472,0.791648138,0.135802469,1,0.662428535,1,1,1,1,1,1,1,1,0.847100032
39,1,1,5,1,6,6,6,13,8,1,4,5,1,1,1,0.657606547,0.791872223,0.135802469,1,0.679494837,1,1,1,1,1,1,1,0,0.878495129
40,1,1,5,1,4,7,7,17,8,1,6,8,0,1,1,0.483021758,0.637232317,0.185185185,1,0.391927639,1,1,0,1,1,1,1,0,0.751080043
41,1,0,6,2,2,14,13,5,3,0,3,4,0,0.5,0.5,0.331441585,0.451171503,0.265432099,1,0.193958529,0,0,0,0,0,0,1,0,0.322533005
42,1,0,6,2,7,15,14,14,6,0,5,9,0,0,0.5,0.493753807,0.479763456,0.37654321,1,0.452257019,0,0,0,1,0,0,0,1,0.401355616
43,1,0,6,2,3,14,13,5,3,0,1,2,0,0,0.5,0.295981171,0.359659265,0.351851852,1,0.155559348,0,0,0,0,0,0,1,0,0.31115333
44,1,0,6,2,2,14,13,5,3,0,3,4,0,0,0.5,0.362067178,0.438958341,0.302469136,1,0.234149671,0,0,0,0,0,0,1,0,0.351611364
45,1,0,6,2,8,8,8,10,5,0,5,7,0.5,0.5,0.5,0.324943827,0.459934908,0.283950617,1,0.248400034,1,0,0,1,1,0,1,0,0.376307486
46,1,0,7,2,2,13,12,4,2,0,3,4,0,0,0.5,0.31384834,0.391367675,0.296296296,1,0.139773018,0,0,0,0,0,0,1,0,0.218109686
47,1,0,7,2,3,14,13,5,3,0,3,4,0,0,0.5,0.424987075,0.453782339,0.302469136,1,0.263845038,0,0,0,0,0,0,1,0,0.341897084
48,1,0,7,2,2,13,12,4,2,0,3,4,0,0,0.5,0.326024464,0.397819566,0.296296296,1,0.149671474,0,0,0,0,0,0,1,0,0.252805613
49,1,0,7,2,3,14,13,5,3,0,3,4,0,0.5,0.5,0.389791993,0.510736072,0.240740741,1,0.25607987,1,0,0,0,0,1,1,0,0.317712168
50,1,0,7,2,2,13,12,4,2,0,3,4,0,0,0.5,0.312423198,0.395737939,0.290123457,1,0.136018432,0,0,0,0,0,0,1,0,0.247418178
51,1,0,7,2,6,16,15,12,5,0,4,5,0,0,0.5,0.473705052,0.503966532,0.308641975,1,0.382455841,1,0,0,0,1,1,1,0,0.34903331
52,1,0,8,2,9,17,16,1,1,0,1,2,0,0,0.5,0.112765861,0.221938439,0.419753086,1,0.017322297,0,0,0,0,0,0,0,0,0.119881332
53,1,0,8,2,1,9,9,2,1,0,1,2,0,0,0.5,0.242742564,0.30252939,0.37654321,1,0.096253947,0,0,0,0,0,0,1,0,0.208007986
54,1,0,8,2,2,13,12,4,2,0,3,4,0,0,0.5,0.351623199,0.398035235,0.320987654,1,0.177062889,0,0,0,0,0,0,1,0,0.247584167
55,1,0,8,2,2,13,12,4,2,0,3,4,0,0,0.5,0.345963466,0.44632248,0.24691358,1,0.155559348,1,0,0,1,1,1,1,0,0.278321085
56,1,0,8,2,2,9,9,2,1,0,3,4,0,0,0.5,0.303947311,0.355133589,0.320987654,1,0.113405581,0,0,0,0,0,0,1,0,0.219774458
57,1,0,9,2,3,13,12,4,2,0,1,2,0,0,0.5,0.345652717,0.454130324,0.234567901,1,0.1500128,0,0,0,1,0,0,1,0,0.284365206
58,1,0,9,2,2,13,12,4,2,0,3,4,0,0,0.5,0.32496003,0.402941315,0.308641975,1,0.174161618,1,0,0,0,0,0,1,0,0.245527899
59,1,0,9,2,1,9,9,2,1,0,1,2,0,0,0,0.313551967,0.394830102,0.290123457,1,0.130045226,0,0,0,0,0,0,0,0,0.197320037
60,1,0,9,2,1,18,17,15,1,0,1,2,0,0,0,0.239746571,0.314450231,0.413580247,1,0.14608755,0,0,0,0,0,0,1,1,0.181121396
61,1,0,9,2,1,17,16,1,1,0,3,4,0,0,0.5,0.190718013,0.267213391,0.407407407,1,0.068691868,0,0,0,0,0,0,0,0,0.126939077
62,1,0,9,2,2,9,9,2,1,0,3,4,0,0,0,0.313551967,0.394830102,0.290123457,1,0.136274426,0,0,0,0,0,0,1,0,0.178966655
63,1,0,9,2,2,13,12,4,2,0,3,4,0,0,0.5,0.324591091,0.402438513,0.302469136,1,0.162215206,0,0,0,0,0,0,1,0,0.225181714
64,1,0,9,2,2,14,13,5,3,0,3,4,0,0,0.5,0.417312952,0.46908867,0.358024691,1,0.39201297,0,0,0,0,0,0,1,0,0.310222108
65,1,0,9,2,9,17,16,1,1,0,1,2,0,0,0,0.10974084,0.207367119,0.438271605,1,0.011946412,0,0,0,0,0,0,0,0,0.096149528
66,1,0,9,2,2,13,12,4,2,0,3,4,0,0,0.5,0.345963466,0.454130324,0.259259259,1,0.187643997,0,0,0,0,0,0,1,0,0.286947882
67,1,0,9,2,9,17,16,1,1,0,1,2,0,0,0.5,0.189769155,0.261841238,0.407407407,1,0.046079017,0,0,0,0,0,0,1,0,0.163677254
68,1,0,9,2,1,17,16,1,1,0,1,2,0,0,0.5,0.29365152,0.368800757,0.364197531,1,0.176038911,0,0,0,0,0,0,1,0,0.215050719
69,1,0,9,2,6,8,8,10,5,0,4,5,0.5,0,0.5,0.356215945,0.448870721,0.283950617,1,0.226128509,1,0,0,1,0,0,1,0,0.323415687
70,1,1,10,3,4,19,18,8,4,0,3,4,0,0,1,0.749702219,0.763564695,0.135802469,1,0.584520864,1,1,0,1,1,1,1,0,0.652401197
71,1,1,10,3,7,15,14,14,6,0,5,9,0,0,1,0.749702219,0.760346755,0.172839506,1,0.712688796,1,1,0,1,1,1,1,1,0.693722785
72,1,1,11,1,6,20,8,10,5,0,4,5,0.5,0,1,0.456861895,0.518546357,0.314814815,1,0.430668146,1,1,0,1,1,1,1,0,0.533788964
73,1,0,11,1,2,13,12,4,2,0,3,4,0,0,0.5,0.342534453,0.385740396,0.339506173,1,0.186193361,1,0,0,0,0,0,1,0,0.280739083
74,1,0,11,1,2,21,12,4,2,0,3,4,0,0,0.5,0.358682887,0.405788461,0.388888889,1,0.292857752,1,0,0,0,0,0,1,0,0.369256159
75,1,0,11,1,1,12,9,2,1,0,1,2,0,0,0.5,0.279946943,0.284664345,0.450617284,1,0.141906306,1,0,0,0,0,0,1,0,0.273553195
76,1,0,11,1,2,22,12,4,2,0,3,4,0,0.5,0.5,0.361124069,0.517839618,0.271604938,1,0.335779503,1,0,0,1,1,1,1,0,0.441187046
77,1,0,11,1,3,23,13,5,3,0,3,4,0,0,0.5,0.490231988,0.538826959,0.302469136,1,0.4484171,1,1,0,1,1,1,1,0,0.486650992
78,1,0,12,2,2,13,12,4,2,0,3,4,0,0,0.5,0.353201809,0.427366902,0.259259259,1,0.144039594,0,0,0,1,0,0,1,0,0.345054184
79,1,0,12,2,2,13,12,4,2,0,1,2,0,0,0.5,0.342534453,0.387633871,0.351851852,1,0.212304804,1,0,0,0,1,0,1,0,0.285426783
80,1,0,12,2,2,13,12,4,2,0,3,4,0,0,0.5,0.342534453,0.387633871,0.296296296,1,0.132690503,0,0,0,0,0,0,1,0,0.284337518
81,1,0,12,2,8,15,14,14,6,0,5,9,0,0.5,0.5,0.331466535,0.428429117,0.296296296,1,0.197371789,0,0,0,0,0,0,1,1,0.289813651
82,1,0,12,2,8,24,19,4,2,0,5,9,0,0,0.5,0.339196233,0.39320485,0.351851852,1,0.214950081,0,0,0,0,0,0,0,1,0.277630447
83,1,0,13,2,6,16,15,12,5,0,4,5,0.5,1,1,0.496495533,0.579017869,0.296296296,1,0.558750747,1,1,0,1,1,1,1,0,0.534694927
84,1,0,14,2,2,13,12,4,2,0,3,4,0,0,0.5,0.349552192,0.431024782,0.308641975,1,0.221947265,1,1,0,0,0,1,1,0,0.29118279
85,1,0,14,2,3,14,13,5,3,0,3,4,0,0,0.5,0.461103095,0.488494964,0.320987654,1,0.37562932,1,1,0,0,0,1,1,0,0.373473057
86,1,0,15,2,9,9,9,2,1,0,3,4,0,0,0,0.259291618,0.30252939,0.425925926,1,0.149500811,0,0,0,0,0,0,1,0,0.148412978
87,1,0,15,2,9,9,9,2,1,0,1,2,0,0,0,0.313883469,0.365134965,0.327160494,1,0.134738459,1,1,0,0,0,0,1,0,0.208702802
88,1,0,15,2,3,13,12,4,2,0,3,4,0,0,0.5,0.325638835,0.402490919,0.308641975,1,0.166481782,1,0,0,0,0,0,1,0,0.231810513
89,1,0,15,2,6,8,8,10,5,0,4,5,0,0,0.5,0.43562479,0.499612463,0.290123457,1,0.33782746,1,1,0,0,1,1,1,0,0.354018656
90,1,0,16,2,1,12,9,2,1,0,3,4,0,0,0.5,0.301010764,0.359620176,0.345679012,1,0.142759621,0,0,0,0,0,0,1,0,0.289369888
91,1,0,17,2,8,25,20,2,1,0,5,9,0,0,0.5,0.275268052,0.359702259,0.345679012,1,0.15282874,0,0,0,0,0,0,0,1,0.220035382
92,1,0,18,2,2,13,12,4,2,0,3,4,0,0,0.5,0.345963466,0.432151218,0.265432099,1,0.155047359,1,0,0,0,0,0,1,0,0.27910312
93,1,0,18,2,2,13,12,4,2,0,3,4,0,0,0,0.297444642,0.392610173,0.308641975,1,0.148647496,0,0,0,0,0,0,1,0,0.232228455
94,1,0,18,2,1,9,9,2,1,0,1,2,0,0,0.5,0.243124872,0.349463148,0.320987654,1,0.097448588,0,0,0,0,0,0,0,0,0.212205475
95,1,0,18,2,8,24,19,4,2,0,5,9,0,0,0.5,0.354213241,0.433225995,0.302469136,1,0.226213841,0,0,0,0,0,0,1,1,0.306048146
96,1,0,18,2,9,17,16,1,1,0,1,2,0,0,0,0.137955783,0.174202601,0.598765432,1,0.103165799,0,0,0,0,0,0,0,0,0.106542054
97,1,0,18,2,6,8,8,10,5,0,4,5,0,0,0.5,0.45611595,0.518546357,0.277777778,1,0.356344398,1,0,0,0,0,0,1,0,0.385198861
98,1,0,19,2,8,25,20,2,1,0,5,7,0,0,0.5,0.312888295,0.394830102,0.290123457,1,0.133885144,0,0,0,0,0,0,1,1,0.260857541
99,1,0,20,2,3,14,13,5,3,0,3,4,0,0,0.5,0.36458967,0.409304894,0.358024691,1,0.249082686,1,0,0,0,0,0,1,0,0.341180098
100,1,0,21,2,9,9,9,2,1,0,3,4,0,0,0,0.311055612,0.370757226,0.283950617,1,0.084819524,0,0,0,0,0,0,1,0,0.201653399
101,1,0,21,2,1,9,9,2,1,0,1,2,0,0,0.5,0.258180632,0.328842508,0.320987654,1,0.068862531,0,0,0,0,0,0,0,0,0.179408317
102,1,0,21,2,1,9,9,2,1,0,3,4,0,0,0,0.192679271,0.274861494,0.395061728,1,0.057342777,0,0,0,0,0,0,0,0,0.142544296
103,1,1,22,1,9,17,16,1,1,0,1,1,0,0,0.5,0.268817418,0.480646795,0.24691358,1,0.219728646,1,0,0,1,1,1,1,0,0.476988281
104,1,1,22,1,2,26,9,2,1,0,1,2,0,1,0.5,0.268817418,0.439355001,0.345679012,1,0.298233638,0,0,0,0,1,0,1,0,0.479372032
105,1,1,22,1,7,16,15,12,5,0,5,9,0,0,1,0.539524178,0.578073284,0.327160494,1,0.6187388,1,0,0,1,1,1,1,1,0.554764145
106,1,0,22,1,3,22,12,4,2,0,3,4,0,1,0.5,0.268817418,0.455652837,0.271604938,1,0.211366158,1,0,0,1,1,1,1,0,0.401286549
107,1,0,23,3,6,11,11,10,5,0,4,5,0,0.5,0.5,0.308269205,0.403565403,0.339506173,1,0.220411298,1,0,0,0,1,0,1,0,0.368443731
108,1,0,23,3,1,26,9,2,1,0,1,2,0,0,0.5,0.313468393,0.376013322,0.333333333,1,0.165543135,1,0,0,0,1,0,1,0,0.291692119
109,1,0,23,3,2,22,12,4,2,0,1,2,0,0,0.5,0.352324195,0.461814421,0.277777778,1,0.225787183,1,0,0,1,1,1,1,0,0.391300563
110,1,0,23,3,2,21,12,4,2,0,1,2,0,0,0.5,0.405007194,0.445349604,0.314814815,1,0.268879597,1,0,0,0,0,0,1,0,0.359539493
111,1,0,23,3,6,20,8,10,5,0,4,5,0.5,1,1,0.411856291,0.653804365,0.185185185,1,0.444918508,1,0,0,1,1,1,1,0,0.539999438
112,1,0,23,3,3,23,13,5,3,0,3,4,0,0.5,0.5,0.479196377,0.614337344,0.203703704,1,0.396535541,1,1,0,1,1,1,1,0,0.506348597
113,1,0,23,3,7,15,14,14,6,0,5,9,0,0,1,0.518030536,0.543482618,0.308641975,1,0.48732827,1,0,0,1,1,1,1,1,0.503894796
114,1,1,23,3,6,16,15,12,5,0,4,5,0.5,0.5,1,0.496788156,0.710611069,0.160493827,1,0.528031402,1,1,0,1,1,1,1,0,0.615243064
115,1,1,23,3,6,10,10,12,5,0,4,5,1,0,1,0.734598526,0.771128786,0.148148148,1,0.657308644,1,1,1,1,1,1,1,1,0.712374243
116,1,0,24,2,6,8,8,10,5,0,4,5,0.5,0.5,0.5,0.426157779,0.541262666,0.265432099,1,0.370594761,1,0,0,1,1,1,1,0,0.441552515
117,1,0,24,2,2,14,13,5,3,0,3,4,0,0,0.5,0.407567347,0.507035804,0.259259259,1,0.29439372,1,0,0,1,1,0,1,0,0.411969845
118,1,0,25,2,2,13,12,4,2,0,3,4,0,0,0,0.336152053,0.413882571,0.302469136,1,0.18499872,0,0,0,0,0,0,1,0,0.251135412
119,1,0,26,2,3,13,12,4,2,0,3,4,0,0,0.5,0.342138908,0.418302069,0.302469136,1,0.187985323,1,0,0,0,0,1,1,0,0.260114583
120,1,0,26,2,1,17,16,1,1,0,1,2,0,0,0.5,0.287824343,0.322777061,0.425925926,1,0.18952129,0,0,0,0,0,0,1,0,0.197522268
121,1,0,26,2,6,8,8,10,5,0,4,5,0,0,0.5,0.434879199,0.497246372,0.283950617,1,0.318713201,1,1,0,0,1,1,1,0,0.35278341
122,1,0,26,2,1,17,16,1,1,0,1,2,0,0,0.5,0.218789464,0.278249135,0.419753086,1,0.102312484,0,0,0,0,0,0,1,0,0.15629633
123,1,1,27,3,6,16,15,12,5,0,4,5,1,0,1,0.744161695,0.772455357,0.179012346,1,0.792047103,1,1,0,1,1,1,1,0,0.725883844
124,1,1,27,3,5,3,3,7,8,1,3,4,0,0,1,0.666245477,0.756223592,0.179012346,1,0.734874989,1,1,0,1,1,1,1,0,0.675497498
125,1,1,27,3,6,27,21,13,8,1,4,5,1,0,1,1,0.82782617,0.12962963,2,0.765338339,1,1,1,1,1,1,1,1,0.96176303
126,1,1,27,3,6,6,6,13,8,1,4,5,0.5,0,1,0.658145171,0.743441124,0.185185185,1,0.722075262,1,1,0,1,1,1,1,0,0.701108701
127,1,1,27,3,4,28,22,16,7,0,2,3,0,0,1,0.744161695,0.816197558,0.154320988,1,0.843587337,1,1,0,1,1,1,1,0,0.68213154
128,1,0,27,3,6,11,11,10,5,0,4,5,0.5,1,0.5,0.267363757,0.491864926,0.259259259,1,0.265637,1,1,0,1,1,0,1,0,0.457975601
129,1,0,27,3,2,22,12,4,2,0,3,4,0,0.5,0.5,0.353541831,0.449921056,0.296296296,1,0.246010752,1,0,0,1,1,1,1,0,0.420935074
